"year","sampid","length","sl.larv.adj"
2000,200050562,67,1.820616
2000,200050564,36,1.403491
2000,200050564,41,1.45244
2000,200050564,46,1.507327
2000,200050564,58,1.667778
2000,200050564,81,2.130771
2000,200050565,50,1.555993
2000,200050565,67,1.820616
2000,200050565,74,1.963291
2000,200050566,26,1.320908
2000,200050566,35,1.394356
2000,200050566,46,1.507327
2000,200050566,50,1.555993
2000,200050567,25,1.313643
2000,200050567,31,1.359838
2000,200050573,34,1.385428
2000,200050573,51,1.568872
2000,200050573,74,1.963291
2000,200050574,33,1.376702
2000,200050574,34,1.385428
2000,200050575,33,1.376702
2000,200050576,67,1.820616
2000,200050576,72,1.920167
2000,200050576,74,1.963291
2000,200050576,75,1.985605
2000,200050577,36,1.403491
2000,200050577,38,1.422401
2000,200050577,43,1.473644
2000,200050577,72,1.920167
2000,200050577,102,2.829056
2000,200050578,28,1.335948
2000,200050578,35,1.394356
2000,200050578,119,3.69959
2000,200050584,27,1.328342
2000,200050584,71,1.899335
2000,200050584,72,1.920167
2000,200050584,86,2.267948
2000,200050588,42,1.46292
2000,200050589,32,1.368174
2000,200050596,30,1.351692
2000,200050596,32,1.368174
2000,200050596,76,2.008435
2000,200050598,32,1.368174
2000,200050598,34,1.385428
2000,200050598,37,1.412838
2000,200050598,44,1.484615
2000,200050598,57,1.652659
2000,200050598,64,1.766133
2000,200050598,70,1.878974
2000,200050598,82,2.156965
2000,200050599,41,1.45244
2000,200050599,48,1.531103
2000,200050599,64,1.766133
2000,200050599,83,2.183765
2000,200050600,48,1.531103
2000,200050600,81,2.130771
2000,200050602,38,1.422401
2000,200050602,84,2.211186
2000,200050604,65,1.78388
2000,200050605,45,1.495841
2000,200050605,53,1.595532
2000,200050607,46,1.507327
2000,200050607,47,1.519079
2000,200050610,40,1.442197
2000,200050610,48,1.531103
2000,200050610,62,1.731835
2000,200050612,33,1.376702
2000,200050613,57,1.652659
2000,200050614,47,1.519079
2000,200050614,58,1.667778
2000,200050614,60,1.699073
2000,200050614,61,1.715267
2000,200050615,21,1.28619
2000,200050619,27,1.328342
2000,200050619,42,1.46292
2000,200050619,101,2.787647
2000,200050619,105,2.959129
2000,200050620,32,1.368174
2000,200050620,47,1.519079
2000,200050620,94,2.522875
2000,200050622,42,1.46292
2000,200050622,44,1.484615
2000,200050622,46,1.507327
2000,200050622,72,1.920167
2000,200050623,70,1.878974
2000,200050625,22,1.292819
2000,200050625,29,1.34373
2000,200050625,31,1.359838
2000,200050625,38,1.422401
2000,200050625,67,1.820616
2001,200130044,27,1.328341842
2001,200130045,28,1.335947633
2001,200130045,74,1.963290691
2001,200130045,77,2.031795025
2001,200130045,79,2.080150127
2001,200130045,82,2.156964779
2001,200130045,87,2.297319174
2001,200130045,87,2.297319174
2001,200130045,90,2.389577866
2001,200130045,92,2.45470047
2001,200130045,112,3.299749136
2001,200130045,122,3.891571045
2001,200130045,152,6.747701168
2001,200130046,116,3.520355701
2001,200130107,61,1.715266585
2001,200130125,112,3.299749136
2001,200130133,27,1.328341842
2001,200130138,22,1.292819142
2001,200130138,24,1.306542158
2001,200130138,25,1.313642979
2001,200130138,27,1.328341842
2001,200130139,31,1.359838486
2001,200130145,47,1.519078612
2001,200130147,54,1.609327078
2001,200130165,41,1.452440023
2001,200130165,54,1.609327078
2001,200130165,54,1.609327078
2001,200130165,56,1.637883306
2001,200130165,62,1.731835127
2001,200130165,111,3.247683287
2001,200130182,31,1.359838486
2001,200130182,64,1.766132593
2001,200130182,76,2.008435488
2001,200130185,25,1.313642979
2001,200130185,56,1.637883306
2001,200130185,78,2.055695772
2001,200130185,80,2.105170965
2001,200130185,91,2.421766281
2001,200130186,105,2.959129095
2001,200130187,25,1.313642979
2001,200130187,49,1.543405175
2001,200130190,22,1.292819142
2001,200130190,23,1.299602151
2001,200130190,52,1.58204937
2001,200130190,134,4.806080818
2001,200130193,56,1.637883306
2001,200130228,19,1.273377895
2001,200130230,89,2.358118057
2001,200130238,56,1.637883306
2001,200130238,65,1.783879519
2001,200130238,66,1.802037477
2001,200130241,49,1.543405175
2001,200130241,51,1.568871856
2001,200130242,49,1.543405175
2001,200130242,54,1.609327078
2001,200130242,56,1.637883306
2001,200130242,57,1.652659297
2001,200130243,45,1.495841026
2001,200130243,46,1.507326722
2001,200130243,47,1.519078612
2001,200130243,48,1.531102657
2001,200130243,48,1.531102657
2001,200130243,48,1.531102657
2001,200130243,52,1.58204937
2001,200130243,54,1.609327078
2001,200130243,75,1.985604644
2001,200130244,43,1.473643661
2001,200130244,45,1.495841026
2001,200130244,46,1.507326722
2001,200130244,79,2.080150127
2001,200130247,35,1.394356489
2001,200130247,42,1.462920427
2001,200130247,47,1.519078612
2001,200130247,48,1.531102657
2001,200130247,59,1.683246255
2001,200130248,21,1.286189795
2001,200130248,62,1.731835127
2001,200130248,63,1.748787522
2001,200130248,71,1.899334669
2001,200130250,32,1.368173838
2001,200130250,49,1.543405175
2001,200130251,21,1.286189795
2001,200130251,22,1.292819142
2001,200130251,29,1.343729615
2001,200130251,31,1.359838486
2001,200130251,54,1.609327078
2001,200130251,54,1.609327078
2001,200130252,24,1.306542158
2001,200130252,47,1.519078612
2001,200130255,20,1.279710531
2001,200130255,22,1.292819142
2001,200130255,23,1.299602151
2001,200130255,27,1.328341842
2001,200130255,66,1.802037477
2001,200130255,83,2.183764935
2001,200130257,46,1.507326722
2001,200130261,26,1.320908308
2001,200130261,27,1.328341842
2001,200130261,78,2.055695772
2001,200130263,43,1.473643661
2001,200130263,44,1.484615207
2001,200130263,47,1.519078612
2001,200130264,69,1.859074235
2001,200130264,135,4.894245625
2001,200130264,146,6.009819984
2001,200130264,157,7.444970131
2001,200130264,158,7.5942626
2001,200130264,164,8.565511703
2001,200130265,153,6.880842209
2001,200130266,58,1.667777658
2001,200130266,62,1.731835127
2001,200130266,72,1.920167089
2001,200130266,76,2.008435488
2001,200130266,79,2.080150127
2001,200130267,21,1.286189795
2001,200130269,125,4.097204685
2001,200130359,132,4.635694027
2001,200130386,69,1.859074235
2001,200130395,27,1.328341842
2001,200130395,32,1.368173838
2001,200130398,24,1.306542158
2001,200130398,55,1.623441696
2001,200130398,57,1.652659297
2001,200130398,57,1.652659297
2001,200130398,66,1.802037477
2001,200130399,34,1.385428309
2001,200130401,150,6.490394115
2001,200130404,62,1.731835127
2001,200130404,64,1.766132593
2001,200130404,66,1.802037477
2001,200130404,76,2.008435488
2001,200130405,76,2.008435488
2001,200130406,31,1.359838486
2001,200130406,41,1.452440023
2001,200130411,56,1.637883306
2001,200130411,146,6.009819984
2001,200130413,68,1.839624882
2001,200130416,57,1.652659297
2001,200130416,57,1.652659297
2001,200130416,59,1.683246255
2001,200130416,64,1.766132593
2001,200130416,68,1.839624882
2001,200130416,71,1.899334669
2001,200130416,76,2.008435488
2001,200130416,77,2.031795025
2001,200130416,138,5.171184063
2001,200130427,47,1.519078612
2001,200130428,47,1.519078612
2001,200130429,29,1.343729615
2001,200130431,52,1.58204937
2001,200130432,25,1.313642979
2001,200130432,71,1.899334669
2001,200140314,144,5.785545349
2001,200140327,123,3.958552122
2001,200140336,57,1.652659297
2001,200140338,31,1.359838486
2001,200140339,52,1.58204937
2001,200140343,35,1.394356489
2001,200140349,59,1.683246255
2001,200140352,24,1.306542158
2001,200150008,32,1.368173838
2001,200150009,38,1.422401071
2001,200150009,40,1.442196965
2001,200150009,50,1.555992723
2001,200150010,36,1.403491497
2001,200150010,113,3.353020906
2001,200150030,84,2.211185932
2001,200150035,111,3.247683287
2001,200150045,55,1.623441696
2001,200150045,56,1.637883306
2001,200150045,59,1.683246255
2001,200150046,43,1.473643661
2001,200150046,50,1.555992723
2001,200150046,60,1.699073076
2001,200150046,61,1.715266585
2001,200150046,71,1.899334669
2001,200150047,103,2.871424675
2001,200150048,38,1.422401071
2001,200150048,40,1.442196965
2001,200150048,46,1.507326722
2001,200150048,59,1.683246255
2001,200150049,37,1.412837982
2001,200150049,37,1.412837982
2001,200150049,40,1.442196965
2001,200150049,40,1.442196965
2001,200150049,42,1.462920427
2001,200150049,43,1.473643661
2001,200150049,81,2.130771399
2001,200150050,15,1.249449253
2001,200150050,19,1.273377895
2001,200150050,35,1.394356489
2001,200150050,40,1.442196965
2001,200150050,40,1.442196965
2001,200150050,59,1.683246255
2001,200150051,20,1.279710531
2001,200150065,18,1.267188787
2001,200150065,20,1.279710531
2001,200150065,20,1.279710531
2001,200150065,22,1.292819142
2001,200150065,22,1.292819142
2001,200150065,22,1.292819142
2001,200150065,23,1.299602151
2001,200150065,25,1.313642979
2001,200150065,60,1.699073076
2001,200150065,64,1.766132593
2001,200150065,65,1.783879519
2001,200150065,65,1.783879519
2001,200150066,18,1.267188787
2001,200150066,19,1.273377895
2001,200150066,21,1.286189795
2001,200150066,71,1.899334669
2001,200150067,15,1.249449253
2001,200150067,36,1.403491497
2001,200150067,45,1.495841026
2001,200150067,47,1.519078612
2001,200150067,70,1.878973961
2001,200150067,76,2.008435488
2001,200150067,78,2.055695772
2001,200150067,85,2.239242077
2001,200150067,90,2.389577866
2001,200150067,95,2.558151245
2001,200150068,20,1.279710531
2001,200150068,23,1.299602151
2001,200150068,39,1.43218565
2001,200150068,50,1.555992723
2001,200150068,65,1.783879519
2001,200150068,65,1.783879519
2001,200150068,80,2.105170965
2001,200150069,19,1.273377895
2001,200150069,25,1.313642979
2001,200150069,27,1.328341842
2001,200150069,46,1.507326722
2001,200150069,53,1.59553206
2001,200150069,69,1.859074235
2001,200150072,81,2.130771399
2001,200150079,20,1.279710531
2001,200150079,23,1.299602151
2001,200150079,23,1.299602151
2001,200150079,24,1.306542158
2001,200150079,24,1.306542158
2001,200150079,27,1.328341842
2001,200150079,45,1.495841026
2001,200150079,52,1.58204937
2001,200150079,73,1.941482067
2001,200150079,85,2.239242077
2001,200150079,98,2.668958902
2001,200150079,116,3.520355701
2001,200150081,17,1.261139631
2001,200150081,19,1.273377895
2001,200150082,17,1.261139631
2001,200150082,18,1.267188787
2001,200150082,19,1.273377895
2001,200150082,52,1.58204937
2001,200150082,59,1.683246255
2001,200150082,141,5.467817307
2001,200150083,18,1.267188787
2001,200150083,19,1.273377895
2001,200150083,20,1.279710531
2001,200150083,20,1.279710531
2001,200150083,20,1.279710531
2001,200150083,21,1.286189795
2001,200150083,37,1.412837982
2001,200150083,59,1.683246255
2001,200150083,59,1.683246255
2001,200150083,63,1.748787522
2001,200150083,76,2.008435488
2001,200150083,85,2.239242077
2001,200150083,90,2.389577866
2001,200150083,93,2.48839736
2001,200150083,97,2.631174088
2001,200150084,69,1.859074235
2001,200150085,22,1.292819142
2001,200150086,48,1.531102657
2001,200150086,50,1.555992723
2001,200150086,54,1.609327078
2001,200150086,60,1.699073076
2001,200150086,62,1.731835127
2001,200150086,64,1.766132593
2001,200150086,65,1.783879519
2001,200150086,66,1.802037477
2001,200150086,69,1.859074235
2001,200150086,69,1.859074235
2001,200150086,70,1.878973961
2001,200150086,71,1.899334669
2001,200150086,72,1.920167089
2001,200150086,76,2.008435488
2001,200150086,82,2.156964779
2001,200150086,84,2.211185932
2001,200150086,106,3.004510641
2001,200150086,122,3.891571045
2001,200150086,123,3.958552122
2001,200150086,129,4.39430809
2001,200150089,118,3.63847208
2001,200150092,61,1.715266585
2001,200150093,44,1.484615207
2001,200150093,50,1.555992723
2001,200150093,66,1.802037477
2001,200150093,80,2.105170965
2001,200150093,86,2.267948151
2001,200150094,24,1.306542158
2001,200150094,27,1.328341842
2001,200150094,59,1.683246255
2001,200150105,24,1.306542158
2001,200150105,25,1.313642979
2001,200150105,58,1.667777658
2001,200150105,60,1.699073076
2001,200150105,71,1.899334669
2001,200150105,73,1.941482067
2001,200150106,25,1.313642979
2001,200150132,28,1.335947633
2001,200150134,25,1.313642979
2001,200150134,31,1.359838486
2001,200150134,33,1.376702309
2001,200150137,25,1.313642979
2001,200150137,25,1.313642979
2001,200150137,28,1.335947633
2001,200150137,30,1.351691842
2001,200150137,57,1.652659297
2001,200150139,30,1.351691842
2001,200150140,49,1.543405175
2001,200150170,20,1.279710531
2001,200150170,25,1.313642979
2001,200150170,27,1.328341842
2001,200150170,30,1.351691842
2001,200150170,43,1.473643661
2001,200150170,43,1.473643661
2001,200150170,54,1.609327078
2001,200150170,58,1.667777658
2001,200150170,59,1.683246255
2001,200150170,60,1.699073076
2001,200150170,62,1.731835127
2001,200150170,65,1.783879519
2001,200150170,87,2.297319174
2001,200150170,131,4.553382397
2001,200150171,22,1.292819142
2001,200150171,24,1.306542158
2001,200150171,25,1.313642979
2001,200150171,26,1.320908308
2001,200150171,48,1.531102657
2001,200150171,56,1.637883306
2001,200150171,63,1.748787522
2001,200150171,65,1.783879519
2001,200150171,92,2.45470047
2001,200150171,137,5.076749802
2001,200150172,65,1.783879519
2001,200150210,97,2.631174088
2001,200150231,87,2.297319174
2001,200150386,46,1.507326722
2001,200150386,53,1.59553206
2001,200150389,70,1.878973961
2001,200150390,57,1.652659297
2001,200150453,19,1.273377895
2001,200150501,36,1.403491497
2001,200150505,59,1.683246255
2001,200150505,79,2.080150127
2001,200150506,16,1.255227447
2001,200150506,18,1.267188787
2001,200150506,73,1.941482067
2001,200150506,100,2.74717474
2001,200150507,96,2.59424448
2001,200150508,31,1.359838486
2001,200150508,55,1.623441696
2001,200150508,60,1.699073076
2001,200150508,84,2.211185932
2001,200150509,10,1.22246182
2001,200150509,13,1.238282084
2001,200150510,13,1.238282084
2001,200150518,92,2.45470047
2001,200150523,51,1.568871856
2001,200150524,36,1.403491497
2001,200150525,73,1.941482067
2001,200150526,84,2.211185932
2001,200150527,64,1.766132593
2001,200150528,70,1.878973961
2001,200150528,91,2.421766281
2001,200150528,106,3.004510641
2001,200150533,51,1.568871856
2001,200150533,59,1.683246255
2001,200150533,62,1.731835127
2001,200150533,64,1.766132593
2001,200150533,85,2.239242077
2001,200150547,58,1.667777658
2001,200150548,104,2.914774656
2001,200150549,137,5.076749802
2001,200150562,35,1.394356489
2001,200150566,60,1.699073076
2001,200150566,79,2.080150127
2001,200150566,84,2.211185932
2001,200150570,61,1.715266585
2001,200150570,74,1.963290691
2001,200150570,77,2.031795025
2001,200150570,85,2.239242077
2001,200150570,90,2.389577866
2001,200150571,30,1.351691842
2001,200150571,35,1.394356489
2001,200150571,63,1.748787522
2001,200150571,74,1.963290691
2001,200150571,76,2.008435488
2001,200150571,79,2.080150127
2001,200150572,12,1.232887506
2001,200150572,12,1.232887506
2001,200150572,13,1.238282084
2001,200150572,13,1.238282084
2001,200150572,45,1.495841026
2001,200150572,58,1.667777658
2001,200150572,62,1.731835127
2001,200150572,70,1.878973961
2001,200150572,78,2.055695772
2001,200150573,12,1.232887506
2001,200150573,14,1.243801713
2001,200150573,61,1.715266585
2001,200150574,33,1.376702309
2001,200150575,73,1.941482067
2002,200230005,19,1.273377895
2002,200230005,21,1.286189795
2002,200230005,22,1.292819142
2002,200230005,23,1.299602151
2002,200230005,23,1.299602151
2002,200230005,25,1.313642979
2002,200230005,25,1.313642979
2002,200230005,26,1.320908308
2002,200230005,27,1.328341842
2002,200230005,28,1.335947633
2002,200230005,28,1.335947633
2002,200230005,28,1.335947633
2002,200230005,28,1.335947633
2002,200230005,28,1.335947633
2002,200230005,28,1.335947633
2002,200230005,28,1.335947633
2002,200230005,30,1.351691842
2002,200230005,31,1.359838486
2002,200230005,43,1.473643661
2002,200230005,44,1.484615207
2002,200230005,44,1.484615207
2002,200230005,81,2.130771399
2002,200230006,19,1.273377895
2002,200230006,22,1.292819142
2002,200230006,24,1.306542158
2002,200230006,24,1.306542158
2002,200230006,24,1.306542158
2002,200230006,26,1.320908308
2002,200230006,26,1.320908308
2002,200230006,28,1.335947633
2002,200230006,28,1.335947633
2002,200230006,30,1.351691842
2002,200230006,33,1.376702309
2002,200230006,72,1.920167089
2002,200230008,65,1.783879519
2002,200230008,71,1.899334669
2002,200230008,77,2.031795025
2002,200230009,21,1.286189795
2002,200230009,21,1.286189795
2002,200230009,26,1.320908308
2002,200230009,27,1.328341842
2002,200230009,28,1.335947633
2002,200230009,30,1.351691842
2002,200230009,43,1.473643661
2002,200230009,72,1.920167089
2002,200230009,75,1.985604644
2002,200230009,93,2.48839736
2002,200230010,18,1.267188787
2002,200230010,20,1.279710531
2002,200230010,24,1.306542158
2002,200230010,25,1.313642979
2002,200230010,25,1.313642979
2002,200230010,26,1.320908308
2002,200230010,29,1.343729615
2002,200230010,30,1.351691842
2002,200230010,36,1.403491497
2002,200230011,20,1.279710531
2002,200230011,21,1.286189795
2002,200230011,22,1.292819142
2002,200230011,22,1.292819142
2002,200230011,23,1.299602151
2002,200230011,25,1.313642979
2002,200230011,26,1.320908308
2002,200230011,26,1.320908308
2002,200230011,26,1.320908308
2002,200230011,29,1.343729615
2002,200230011,43,1.473643661
2002,200230011,44,1.484615207
2002,200230011,53,1.59553206
2002,200230011,54,1.609327078
2002,200230011,73,1.941482067
2002,200230012,30,1.351691842
2002,200230013,22,1.292819142
2002,200230013,25,1.313642979
2002,200230014,20,1.279710531
2002,200230014,24,1.306542158
2002,200230014,25,1.313642979
2002,200230014,25,1.313642979
2002,200230014,26,1.320908308
2002,200230014,27,1.328341842
2002,200230014,28,1.335947633
2002,200230014,45,1.495841026
2002,200230014,50,1.555992723
2002,200230014,71,1.899334669
2002,200230014,82,2.156964779
2002,200230014,90,2.389577866
2002,200230015,25,1.313642979
2002,200230015,30,1.351691842
2002,200230015,37,1.412837982
2002,200230015,40,1.442196965
2002,200230015,46,1.507326722
2002,200230015,50,1.555992723
2002,200230015,62,1.731835127
2002,200230015,62,1.731835127
2002,200230015,108,3.098452091
2002,200230016,27,1.328341842
2002,200230016,77,2.031795025
2002,200230016,94,2.522875071
2002,200230017,27,1.328341842
2002,200230017,43,1.473643661
2002,200230017,72,1.920167089
2002,200230017,72,1.920167089
2002,200230018,25,1.313642979
2002,200230018,25,1.313642979
2002,200230019,79,2.080150127
2002,200230020,22,1.292819142
2002,200230020,22,1.292819142
2002,200230020,27,1.328341842
2002,200230020,75,1.985604644
2002,200230022,26,1.320908308
2002,200230022,27,1.328341842
2002,200230022,28,1.335947633
2002,200230023,23,1.299602151
2002,200230023,25,1.313642979
2002,200230023,96,2.59424448
2002,200230024,22,1.292819142
2002,200230024,25,1.313642979
2002,200230024,40,1.442196965
2002,200230024,42,1.462920427
2002,200230024,42,1.462920427
2002,200230024,43,1.473643661
2002,200230024,44,1.484615207
2002,200230024,47,1.519078612
2002,200230024,51,1.568871856
2002,200230024,51,1.568871856
2002,200230024,56,1.637883306
2002,200230024,81,2.130771399
2002,200230025,23,1.299602151
2002,200230025,24,1.306542158
2002,200230025,30,1.351691842
2002,200230025,41,1.452440023
2002,200230025,52,1.58204937
2002,200230026,23,1.299602151
2002,200230026,25,1.313642979
2002,200230026,27,1.328341842
2002,200230026,45,1.495841026
2002,200230026,70,1.878973961
2002,200230026,85,2.239242077
2002,200230026,90,2.389577866
2002,200230027,27,1.328341842
2002,200230027,30,1.351691842
2002,200230027,47,1.519078612
2002,200230027,87,2.297319174
2002,200230028,30,1.351691842
2002,200230029,12,1.232887506
2002,200230029,23,1.299602151
2002,200230029,23,1.299602151
2002,200230029,24,1.306542158
2002,200230029,26,1.320908308
2002,200230029,27,1.328341842
2002,200230029,60,1.699073076
2002,200230029,83,2.183764935
2002,200230030,31,1.359838486
2002,200230030,34,1.385428309
2002,200230031,29,1.343729615
2002,200230032,25,1.313642979
2002,200230033,24,1.306542158
2002,200230033,25,1.313642979
2002,200230033,26,1.320908308
2002,200230033,28,1.335947633
2002,200230033,29,1.343729615
2002,200230033,32,1.368173838
2002,200230033,44,1.484615207
2002,200230033,60,1.699073076
2002,200230037,34,1.385428309
2002,200230038,30,1.351691842
2002,200230038,94,2.522875071
2002,200230039,32,1.368173838
2002,200230039,84,2.211185932
2002,200230039,88,2.327370644
2002,200230039,90,2.389577866
2002,200230040,118,3.63847208
2002,200230041,140,5.366666794
2002,200230049,103,2.871424675
2002,200230055,21,1.286189795
2002,200230055,23,1.299602151
2002,200230055,23,1.299602151
2002,200230055,26,1.320908308
2002,200230055,27,1.328341842
2002,200230055,30,1.351691842
2002,200230055,70,1.878973961
2002,200230055,75,1.985604644
2002,200230055,90,2.389577866
2002,200230055,97,2.631174088
2002,200230056,18,1.267188787
2002,200230056,20,1.279710531
2002,200230056,20,1.279710531
2002,200230056,21,1.286189795
2002,200230056,21,1.286189795
2002,200230056,21,1.286189795
2002,200230056,21,1.286189795
2002,200230056,21,1.286189795
2002,200230056,22,1.292819142
2002,200230056,22,1.292819142
2002,200230056,22,1.292819142
2002,200230056,23,1.299602151
2002,200230056,23,1.299602151
2002,200230056,23,1.299602151
2002,200230056,23,1.299602151
2002,200230056,24,1.306542158
2002,200230056,24,1.306542158
2002,200230056,24,1.306542158
2002,200230056,24,1.306542158
2002,200230056,25,1.313642979
2002,200230056,25,1.313642979
2002,200230056,25,1.313642979
2002,200230056,26,1.320908308
2002,200230056,27,1.328341842
2002,200230056,27,1.328341842
2002,200230056,27,1.328341842
2002,200230056,28,1.335947633
2002,200230056,29,1.343729615
2002,200230056,29,1.343729615
2002,200230056,30,1.351691842
2002,200230056,31,1.359838486
2002,200230056,32,1.368173838
2002,200230056,36,1.403491497
2002,200230056,40,1.442196965
2002,200230056,41,1.452440023
2002,200230056,41,1.452440023
2002,200230056,41,1.452440023
2002,200230056,42,1.462920427
2002,200230056,42,1.462920427
2002,200230056,43,1.473643661
2002,200230056,45,1.495841026
2002,200230056,47,1.519078612
2002,200230056,64,1.766132593
2002,200230056,70,1.878973961
2002,200230056,86,2.267948151
2002,200230057,25,1.313642979
2002,200230057,26,1.320908308
2002,200230057,27,1.328341842
2002,200230057,27,1.328341842
2002,200230057,28,1.335947633
2002,200230057,31,1.359838486
2002,200230060,29,1.343729615
2002,200230062,26,1.320908308
2002,200230062,30,1.351691842
2002,200230062,35,1.394356489
2002,200230062,46,1.507326722
2002,200230062,49,1.543405175
2002,200230062,52,1.58204937
2002,200230062,68,1.839624882
2002,200230062,72,1.920167089
2002,200230062,78,2.055695772
2002,200230062,84,2.211185932
2002,200230063,29,1.343729615
2002,200230065,24,1.306542158
2002,200230065,25,1.313642979
2002,200230065,26,1.320908308
2002,200230065,27,1.328341842
2002,200230065,62,1.731835127
2002,200230066,22,1.292819142
2002,200230066,25,1.313642979
2002,200230066,25,1.313642979
2002,200230066,26,1.320908308
2002,200230066,26,1.320908308
2002,200230066,26,1.320908308
2002,200230066,28,1.335947633
2002,200230066,30,1.351691842
2002,200230066,31,1.359838486
2002,200230066,38,1.422401071
2002,200230066,44,1.484615207
2002,200230066,64,1.766132593
2002,200230066,84,2.211185932
2002,200230067,32,1.368173838
2002,200230067,44,1.484615207
2002,200230068,25,1.313642979
2002,200230068,25,1.313642979
2002,200230068,28,1.335947633
2002,200230068,29,1.343729615
2002,200230068,30,1.351691842
2002,200230068,46,1.507326722
2002,200230069,22,1.292819142
2002,200230072,31,1.359838486
2002,200230072,37,1.412837982
2002,200230072,45,1.495841026
2002,200230073,27,1.328341842
2002,200230073,29,1.343729615
2002,200230078,72,1.920167089
2002,200230078,100,2.74717474
2002,200230080,61,1.715266585
2002,200230080,83,2.183764935
2002,200230081,23,1.299602151
2002,200230081,24,1.306542158
2002,200230081,24,1.306542158
2002,200230081,25,1.313642979
2002,200230081,26,1.320908308
2002,200230081,45,1.495841026
2002,200230081,57,1.652659297
2002,200230087,24,1.306542158
2002,200230087,27,1.328341842
2002,200230087,27,1.328341842
2002,200230087,28,1.335947633
2002,200230087,30,1.351691842
2002,200230087,44,1.484615207
2002,200230087,48,1.531102657
2002,200230087,49,1.543405175
2002,200230087,97,2.631174088
2002,200230088,42,1.462920427
2002,200230088,68,1.839624882
2002,200230091,27,1.328341842
2002,200230091,27,1.328341842
2002,200230091,28,1.335947633
2002,200230091,30,1.351691842
2002,200230091,33,1.376702309
2002,200230091,43,1.473643661
2002,200230091,45,1.495841026
2002,200230091,47,1.519078612
2002,200230091,48,1.531102657
2002,200230093,27,1.328341842
2002,200230093,28,1.335947633
2002,200230093,29,1.343729615
2002,200230093,33,1.376702309
2002,200230094,39,1.43218565
2002,200230095,27,1.328341842
2002,200230095,28,1.335947633
2002,200230096,25,1.313642979
2002,200230096,26,1.320908308
2002,200230096,29,1.343729615
2002,200230096,38,1.422401071
2002,200230096,38,1.422401071
2002,200230096,80,2.105170965
2002,200230098,25,1.313642979
2002,200230098,26,1.320908308
2002,200230098,27,1.328341842
2002,200230098,27,1.328341842
2002,200230098,29,1.343729615
2002,200230098,33,1.376702309
2002,200230098,46,1.507326722
2002,200230098,62,1.731835127
2002,200230098,69,1.859074235
2002,200230098,79,2.080150127
2002,200230098,87,2.297319174
2002,200230099,24,1.306542158
2002,200230099,37,1.412837982
2002,200230099,80,2.105170965
2002,200230099,81,2.130771399
2002,200230101,24,1.306542158
2002,200230101,24,1.306542158
2002,200230101,27,1.328341842
2002,200230101,28,1.335947633
2002,200230101,29,1.343729615
2002,200230101,29,1.343729615
2002,200230101,33,1.376702309
2002,200230101,72,1.920167089
2002,200230101,84,2.211185932
2002,200230102,83,2.183764935
2002,200230103,46,1.507326722
2002,200230108,26,1.320908308
2002,200230108,70,1.878973961
2002,200230108,75,1.985604644
2002,200230108,79,2.080150127
2002,200230108,85,2.239242077
2002,200230108,88,2.327370644
2002,200230108,92,2.45470047
2002,200230108,92,2.45470047
2002,200230108,102,2.829056025
2002,200230109,30,1.351691842
2002,200230109,30,1.351691842
2002,200230109,50,1.555992723
2002,200230109,91,2.421766281
2002,200230110,19,1.273377895
2002,200230110,30,1.351691842
2002,200230110,32,1.368173838
2002,200230110,32,1.368173838
2002,200230110,69,1.859074235
2002,200230110,95,2.558151245
2002,200230111,27,1.328341842
2002,200230111,30,1.351691842
2002,200230111,33,1.376702309
2002,200230111,88,2.327370644
2002,200230112,25,1.313642979
2002,200230112,30,1.351691842
2002,200230114,53,1.59553206
2002,200230115,106,3.004510641
2002,200230116,116,3.520355701
2002,200230119,24,1.306542158
2002,200230119,28,1.335947633
2002,200230119,34,1.385428309
2002,200230121,140,5.366666794
2002,200230124,32,1.368173838
2002,200230126,47,1.519078612
2002,200230126,50,1.555992723
2002,200230126,113,3.353020906
2002,200230128,42,1.462920427
2002,200230130,27,1.328341842
2002,200230130,42,1.462920427
2002,200230132,34,1.385428309
2002,200230133,26,1.320908308
2002,200230133,51,1.568871856
2002,200230133,67,1.820616007
2002,200230133,85,2.239242077
2002,200230133,89,2.358118057
2002,200230133,91,2.421766281
2002,200230133,93,2.48839736
2002,200230133,98,2.668958902
2002,200230133,102,2.829056025
2002,200230133,103,2.871424675
2002,200230133,119,3.699590206
2002,200230133,123,3.958552122
2002,200230133,130,4.472934723
2002,200230134,28,1.335947633
2002,200230134,98,2.668958902
2002,200230134,106,3.004510641
2002,200230136,23,1.299602151
2002,200230136,25,1.313642979
2002,200230136,28,1.335947633
2002,200230136,30,1.351691842
2002,200230136,84,2.211185932
2002,200230138,31,1.359838486
2002,200230138,35,1.394356489
2002,200230138,48,1.531102657
2002,200230138,84,2.211185932
2002,200230139,27,1.328341842
2002,200230139,86,2.267948151
2002,200230139,98,2.668958902
2002,200230139,116,3.520355701
2002,200230141,23,1.299602151
2002,200230141,24,1.306542158
2002,200230141,26,1.320908308
2002,200230141,31,1.359838486
2002,200230141,46,1.507326722
2002,200230141,48,1.531102657
2002,200230142,27,1.328341842
2002,200230142,45,1.495841026
2002,200230143,43,1.473643661
2002,200230143,59,1.683246255
2002,200230144,33,1.376702309
2002,200230144,35,1.394356489
2002,200230144,45,1.495841026
2002,200230144,59,1.683246255
2002,200230144,61,1.715266585
2002,200230144,75,1.985604644
2002,200230144,93,2.48839736
